No errors
No warnings
147 ms
data source=tafs
2629 results
raw_text,station_id,issue_time,bulletin_time,valid_time_from,valid_time_to,remarks,latitude,longitude,elevation_m,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c
TAF OEGT 212300Z 2200/2306 34014KT 7000 SCT040 PROB40 TEMPO 2200/2205 FEW030CB BECMG 2218/2220 33010KT FEW040,OEGT,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,31.412,37.279,512,2024-03-22T00:00:00Z,2024-03-22T18:00:00Z,,,,340,14,,,,,4.35,,,,,SCT,4000,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T05:00:00Z,TEMPO,,40,,,,,,,,,,,,FEW,3000,CB,,,,,,,,,,,,,,,,,,,2024-03-22T18:00:00Z,2024-03-23T06:00:00Z,BECMG,1711137600,,330,10,,,,,4.35,,,,,FEW,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF VISM 212300Z 2200/2209 00000KT 2000 BR -RA SCT035 BKN060 BECMG 2202/2204 VRB05KT 5000 BR -RA,VISM,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-22T09:00:00Z,,31.082,77.068,1537,2024-03-22T00:00:00Z,2024-03-22T02:00:00Z,,,,0,0,,,,,1.24,,,BR -RA,,SCT,3500,,BKN,6000,,,,,,,,,,,,,,,,,2024-03-22T02:00:00Z,2024-03-22T09:00:00Z,BECMG,1711080000,,VRB,5,,,,,3.11,,,BR -RA,,SCT,3500,,BKN,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF VOCB 212300Z 2200/2306 07005KT 3000 BR SCT015 SCT080 BECMG 2203/2204 07010KT BECMG 2206/2207 6000 TEMPO 2206/2212 SCT015 FEW020TCU SCT080 BECMG 2215/2216 VRB02KT 5000 HZ/BR BECMG 2221/2222 07005KT 3000 BR BECMG 2203/2204 07010KT 5000 HZ,VOCB,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,11.03,77.043,394,2024-03-22T00:00:00Z,2024-03-22T03:00:00Z,,,,70,5,,,,,1.86,,,BR,,SCT,1500,,SCT,8000,,,,,,,,,,,,,,,,,2024-03-22T03:00:00Z,2024-03-22T06:00:00Z,BECMG,1711080000,,70,10,,,,,1.86,,,BR,,SCT,1500,,SCT,8000,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T15:00:00Z,BECMG,1711090800,,70,10,,,,,3.73,,,BR,,SCT,1500,,SCT,8000,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T12:00:00Z,TEMPO,,,,,,,,,,,,,,SCT,1500,,FEW,2000,TCU,SCT,8000,,,,,,,,,,,,,,2024-03-22T15:00:00Z,2024-03-22T21:00:00Z,BECMG,1711123200,,VRB,2,,,,,3.11,,,HZ BR,,SCT,1500,,SCT,8000,,,,,,,,,,,,,,,,,2024-03-22T21:00:00Z,2024-03-23T06:00:00Z,BECMG,1711144800,,70,5,,,,,1.86,,,BR,,SCT,1500,,SCT,8000,,,,,,,,,,,,,,,,,2024-03-22T03:00:00Z,2024-03-23T06:00:00Z,BECMG,1711080000,,70,10,,,,,3.11,,,HZ,,SCT,1500,,SCT,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF DFFD 212300Z 2200/2306 VRB08KT 3500 DU NSC BECMG 2206/2208 2500 DU BECMG 2219/2221 4000 DU,DFFD,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,12.356,-1.512,309,2024-03-22T00:00:00Z,2024-03-22T06:00:00Z,,,,VRB,8,,,,,2.17,,,DU,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T19:00:00Z,BECMG,1711094400,,VRB,8,,,,,1.55,,,DU,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T19:00:00Z,2024-03-23T06:00:00Z,BECMG,1711141200,,VRB,8,,,,,2.49,,,DU,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF OEHL 212300Z 2200/2306 28014KT 9999 SCT040 TEMPO 2200/2210 TS FEW030CB BECMG 2216/2218 36005KT 7000 FEW040,OEHL,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,27.438,41.686,1002,2024-03-22T00:00:00Z,2024-03-22T16:00:00Z,,,,280,14,,,,,6+,,,,,SCT,4000,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T10:00:00Z,TEMPO,,,,,,,,,,,,TS,,FEW,3000,CB,,,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-23T06:00:00Z,BECMG,1711130400,,360,5,,,,,4.35,,,,,FEW,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF DFOO 212300Z 2200/2224 22008KT 6000 NSC TEMPO 2206/2210 3500 DU PROB30 TEMPO 2214/2222 TS FEW023 FEW036CB,DFOO,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,11.163,-4.322,461,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,,,220,8,,,,,3.73,,,,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T10:00:00Z,TEMPO,,,,,,,,,2.17,,,DU,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T14:00:00Z,2024-03-22T22:00:00Z,TEMPO,,30,,,,,,,,,,TS,,FEW,2300,,FEW,3600,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF OEKJ 212300Z 2200/2306 08008KT 7000 SCT040 TEMPO 2200/2212 5000 TSRA FEW030CB BKN040 BECMG 2210/2212 17012KT,OEKJ,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,24.07,47.58,487,2024-03-22T00:00:00Z,2024-03-22T10:00:00Z,,,,80,8,,,,,4.35,,,,,SCT,4000,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T12:00:00Z,TEMPO,,,,,,,,,3.11,,,TSRA,,FEW,3000,CB,BKN,4000,,,,,,,,,,,,,,,,,2024-03-22T10:00:00Z,2024-03-23T06:00:00Z,BECMG,1711108800,,170,12,,,,,4.35,,,,,SCT,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF VIAR 212300Z 2200/2209 15004KT 1200 BR DZ FEW030 BKN090 BECMG 2204/2206 14006KT 3000 HZ FEW035 SCT100,VIAR,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-22T09:00:00Z,,31.707,74.801,226,2024-03-22T00:00:00Z,2024-03-22T04:00:00Z,,,,150,4,,,,,0.75,,,BR DZ,,FEW,3000,,BKN,9000,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T09:00:00Z,BECMG,1711087200,,140,6,,,,,1.86,,,HZ,,FEW,3500,,SCT,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF OEDM 212300Z 2200/2306 18014KT 7000 SCT040 PROB40 TEMPO 2200/2212 TS FEW035CB BKN040 BECMG 2214/2216 36010KT,OEDM,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,24.45,44.121,922,2024-03-22T00:00:00Z,2024-03-22T14:00:00Z,,,,180,14,,,,,4.35,,,,,SCT,4000,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T12:00:00Z,TEMPO,,40,,,,,,,,,,TS,,FEW,3500,CB,BKN,4000,,,,,,,,,,,,,,,,,2024-03-22T14:00:00Z,2024-03-23T06:00:00Z,BECMG,1711123200,,360,10,,,,,4.35,,,,,SCT,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF OERF 212300Z 2200/2306 15015KT 7000 SCT040 PROB40 TEMPO 2200/2208 FEW030CB BECMG 2210/2212 29010KT,OERF,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,29.626,43.491,441,2024-03-22T00:00:00Z,2024-03-22T10:00:00Z,,,,150,15,,,,,4.35,,,,,SCT,4000,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T08:00:00Z,TEMPO,,40,,,,,,,,,,,,FEW,3000,CB,,,,,,,,,,,,,,,,,,,2024-03-22T10:00:00Z,2024-03-23T06:00:00Z,BECMG,1711108800,,290,10,,,,,4.35,,,,,SCT,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF OERR 212300Z 2200/2306 15010KT 7000 SCT040 TEMPO 2200/2210 5000 TSRA FEW030CB BKN040 BECMG 2206/2208 29010KT,OERR,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,30.907,41.138,554,2024-03-22T00:00:00Z,2024-03-22T06:00:00Z,,,,150,10,,,,,4.35,,,,,SCT,4000,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T10:00:00Z,TEMPO,,,,,,,,,3.11,,,TSRA,,FEW,3000,CB,BKN,4000,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-23T06:00:00Z,BECMG,1711094400,,290,10,,,,,4.35,,,,,SCT,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF OESK 212300Z 2200/2306 VRB03KT 9999 FEW040 BECMG 2206/2208 30015KT BECMG 2216/2218 36005KT,OESK,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,29.785,40.1,671,2024-03-22T00:00:00Z,2024-03-22T06:00:00Z,,,,VRB,3,,,,,6+,,,,,FEW,4000,,,,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T16:00:00Z,BECMG,1711094400,,300,15,,,,,6+,,,,,FEW,4000,,,,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-23T06:00:00Z,BECMG,1711130400,,360,5,,,,,6+,,,,,FEW,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF OETB 212300Z 2200/2306 36008KT CAVOK,OETB,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,28.366,36.619,770,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,,,360,8,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF GMFF 212300Z 2200/2306 06006KT 9999 FEW026 SCT200 PROB30 TEMPO 2201/2209 2000 BR BKN008 BKN010,GMFF,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,33.929,-4.976,575,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,,,60,6,,,,,6+,,,,,FEW,2600,,SCT,20000,,,,,,,,,,,,,,,,,2024-03-22T01:00:00Z,2024-03-22T09:00:00Z,TEMPO,,30,,,,,,,1.24,,,BR,,BKN,800,,BKN,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF OETR 212300Z 2200/2306 34014KT 7000 SCT040 PROB40 TEMPO 2200/2205 FEW030CB BECMG 2218/2220 33010KT FEW040,OETR,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,31.693,38.731,854,2024-03-22T00:00:00Z,2024-03-22T18:00:00Z,,,,340,14,,,,,4.35,,,,,SCT,4000,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T05:00:00Z,TEMPO,,40,,,,,,,,,,,,FEW,3000,CB,,,,,,,,,,,,,,,,,,,2024-03-22T18:00:00Z,2024-03-23T06:00:00Z,BECMG,1711137600,,330,10,,,,,4.35,,,,,FEW,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF VEBS 212300Z 2200/2209 21003KT 1500 BR SCT020 BECMG 2203/2205 4000 HZ FEW018,VEBS,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-22T09:00:00Z,,20.244,85.818,42,2024-03-22T00:00:00Z,2024-03-22T03:00:00Z,,,,210,3,,,,,0.93,,,BR,,SCT,2000,,,,,,,,,,,,,,,,,,,,2024-03-22T03:00:00Z,2024-03-22T09:00:00Z,BECMG,1711083600,,210,3,,,,,2.49,,,HZ,,FEW,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF WAMM 212300Z 2200/2306 36010KT 9999 SCT020 BECMG 2210/2212 VRB02KT,WAMM,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,1.541,124.926,86,2024-03-22T00:00:00Z,2024-03-22T10:00:00Z,,,,360,10,,,,,6+,,,,,SCT,2000,,,,,,,,,,,,,,,,,,,,2024-03-22T10:00:00Z,2024-03-23T06:00:00Z,BECMG,1711108800,,VRB,2,,,,,6+,,,,,SCT,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF VEGT 212300Z 2200/2209 00000KT 1500 -RA BR SCT018 BKN100 BECMG 2204/2206 15005KT 2500 -RA HZ,VEGT,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-22T09:00:00Z,,26.107,91.587,50,2024-03-22T00:00:00Z,2024-03-22T04:00:00Z,,,,0,0,,,,,0.93,,,-RA BR,,SCT,1800,,BKN,10000,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T09:00:00Z,BECMG,1711087200,,150,5,,,,,1.55,,,-RA HZ,,SCT,1800,,BKN,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF RKSI 212300Z 2200/2306 12012KT CAVOK TX15/2205Z TN05/2221Z TX15/2306Z BECMG 2202/2204 18015G25KT BECMG 2205/2207 19022G35KT 6000 -RA FEW010 BKN025 OVC060 BECMG 2211/2213 21015G25KT 4000 BR SCT030 BECMG 2214/2216 25006KT 2000 SCT005 BKN020 BECMG 2222/2224 31006KT 7000 NSW SCT030,RKSI,2024-03-21T23:00:00Z,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,37.469,126.451,7,2024-03-22T00:00:00Z,2024-03-22T02:00:00Z,,,,120,12,,,,,6+,,,,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T02:00:00Z,2024-03-22T05:00:00Z,BECMG,1711080000,,180,15,25,,,,6+,,,,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T05:00:00Z,2024-03-22T11:00:00Z,BECMG,1711090800,,190,22,35,,,,3.73,,,-RA,,FEW,1000,,BKN,2500,,OVC,6000,,,,,,,,,,,,,,2024-03-22T11:00:00Z,2024-03-22T14:00:00Z,BECMG,1711112400,,210,15,25,,,,2.49,,,BR,,SCT,3000,,,,,,,,,,,,,,,,,,,,2024-03-22T14:00:00Z,2024-03-22T22:00:00Z,BECMG,1711123200,,250,6,,,,,1.24,,,BR,,SCT,500,,BKN,2000,,,,,,,,,,,,,,,,,2024-03-22T22:00:00Z,2024-03-23T06:00:00Z,BECMG,1711152000,,310,6,,,,,4.35,,,NSW,,SCT,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
