No errors
No warnings
102 ms
data source=metars
4813 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
VOSR 220400Z 12005KT 4500 HZ FEW020 SCT080 29/23 Q1012 BECMG 5000 HZ,VOSR,2024-03-22T04:00:00Z,16.001,73.534,29,23,120,5,,2.8,29.88,,,,,,,,,,HZ,FEW,2000,SCT,8000,,,,,IFR,,,,,,,,,,,,METAR,62
VOSM 220400Z 16003KT 5000 HZ SCT020 28/21 Q1013 NOSIG,VOSM,2024-03-22T04:00:00Z,11.783,78.066,28,21,160,3,,3.11,29.91,,,,,,TRUE,,,,HZ,SCT,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,301
VOSH 220400Z 32003KT 3500 BR SCT012 26/22 Q1016,VOSH,2024-03-22T04:00:00Z,13.857,75.615,26,22,320,3,,2.17,30.00,,,,,,,,,,BR,SCT,1200,,,,,,,IFR,,,,,,,,,,,,METAR,654
VORY 220400Z 09004KT 6000 FEW020 30/23 Q1012 NOSIG,VORY,2024-03-22T04:00:00Z,17.11,81.818,30,23,90,4,,3.73,29.88,,,,,,TRUE,,,,,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,47
VOPC 220400Z 16005KT 6000 SCT020 30/24 Q1013 NOSIG,VOPC,2024-03-22T04:00:00Z,11.969,79.81,30,24,160,5,,3.73,29.91,,,,,,TRUE,,,,,SCT,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,43
VOPB 220400Z 04010KT 6000 SCT016 31/24 Q1011 NOSIG,VOPB,2024-03-22T04:00:00Z,11.641,92.73,31,24,40,10,,3.73,29.85,,,,,,TRUE,,,,,SCT,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,1
VOMY 220400Z 12004KT 5000 HZ SCT015 27/18 Q1016,VOMY,2024-03-22T04:00:00Z,12.229,76.652,27,18,120,4,,3.11,30.00,,,,,,,,,,HZ,SCT,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,727
VOMM 220400Z VRB02KT 5000 HZ SCT020 BKN100 31/26 Q1012 NOSIG,VOMM,2024-03-22T04:00:00Z,12.994,80.18,31,26,VRB,2,,3.11,29.88,,,,,,TRUE,,,,HZ,SCT,2000,BKN,10000,,,,,MVFR,,,,,,,,,,,,METAR,7
VOML 220400Z 26005KT 5000 TS BR SCT012 FEW025CB BKN080 27/24 Q1012 NOSIG,VOML,2024-03-22T04:00:00Z,12.961,74.89,27,24,260,5,,3.11,29.88,,,,,,TRUE,,,,TS BR,SCT,1200,FEW,2500,BKN,8000,,,MVFR,,,,,,,,,,,,METAR,100
VOMD 220400Z 04008KT 5000 HZ FEW020 31/23 Q1012 NOSIG,VOMD,2024-03-22T04:00:00Z,9.835,78.093,31,23,40,8,,3.11,29.88,,,,,,TRUE,,,,HZ,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,135
VOKU 220400Z 12006KT 5000 HZ NSC 30/18 Q1014 NOSIG,VOKU,2024-03-22T04:00:00Z,15.716,78.169,30,18,120,6,,3.11,29.94,,,,,,TRUE,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,280
VOKN 220400Z 09003KT 5000 HZ FEW012 30/25 Q1011 NOSIG,VOKN,2024-03-22T04:00:00Z,11.917,75.547,30,25,90,3,,3.11,29.85,,,,,,TRUE,,,,HZ,FEW,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,105
VOJV 220400Z 00000KT 6000 FEW015 SCT090 29/18 Q1015,VOJV,2024-03-22T04:00:00Z,15.174,76.635,29,18,0,0,,3.73,29.97,,,,,,,,,,,FEW,1500,SCT,9000,,,,,MVFR,,,,,,,,,,,,METAR,508
VOHY 220400Z 11007KT 5000 HZ NSC 28/17 Q1016 NOSIG,VOHY,2024-03-22T04:00:00Z,17.453,78.468,28,17,110,7,,3.11,30.00,,,,,,TRUE,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,540
VOHS 220400Z 12005KT 6000 NSC 28/17 Q1016 NOSIG,VOHS,2024-03-22T04:00:00Z,17.233,78.429,28,17,120,5,,3.73,30.00,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,607
VOHB 220400Z VRB02KT 6000 NSC 27/22 Q1015,VOHB,2024-03-22T04:00:00Z,15.362,75.085,27,22,VRB,2,,3.73,29.97,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,661
VOGO 220400Z 14006KT 4500 HZ SCT030 30/25 Q1011 NOSIG,VOGO,2024-03-22T04:00:00Z,15.378,73.828,30,25,140,6,,2.8,29.85,,,,,,TRUE,,,,HZ,SCT,3000,,,,,,,IFR,,,,,,,,,,,,METAR,56
VOGB 220400Z 19008KT 6000 NSC 30/22 Q1015,VOGB,2024-03-22T04:00:00Z,17.309,76.957,30,22,190,8,,3.73,29.97,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,477
VOGA 220400Z 08005KT 2500 BR VCFG FEW080 28/27 Q1012 NOSIG,VOGA,2024-03-22T04:00:00Z,15.7426,73.8631,28,27,80,5,,1.55,29.88,,,,,,TRUE,,,,BR VCFG,FEW,8000,,,,,,,IFR,,,,,,,,,,,,METAR,168
VOCP 220400Z 09006KT 3000 HZ FEW020 30/20 Q1013 NOSIG,VOCP,2024-03-22T04:00:00Z,14.513,78.771,30,20,90,6,,1.86,29.91,,,,,,TRUE,,,,HZ,FEW,2000,,,,,,,IFR,,,,,,,,,,,,METAR,134
VOCL 220400Z 08004KT 6000 SCT012 30/22 Q1011 NOSIG,VOCL,2024-03-22T04:00:00Z,11.137,75.955,30,22,80,4,,3.73,29.85,,,,,,TRUE,,,,,SCT,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,104
VOCI 220400Z VRB02KT 4000 HZ SCT020 31/24 Q1011 NOSIG,VOCI,2024-03-22T04:00:00Z,10.152,76.402,31,24,VRB,2,,2.49,29.85,,,,,,TRUE,,,,HZ,SCT,2000,,,,,,,IFR,,,,,,,,,,,,METAR,8
VOCB 220400Z 07005KT 4000 HZ SCT015 28/23 Q1015 BECMG 5000 HZ,VOCB,2024-03-22T04:00:00Z,11.03,77.043,28,23,70,5,,2.49,29.97,,,,,,,,,,HZ,SCT,1500,,,,,,,IFR,,,,,,,,,,,,METAR,394
VOBZ 220400Z 16004KT 6000 SCT018 SCT025 30/22 Q1012 NOSIG,VOBZ,2024-03-22T04:00:00Z,16.53,80.797,30,22,160,4,,3.73,29.88,,,,,,TRUE,,,,,SCT,1800,SCT,2500,,,,,MVFR,,,,,,,,,,,,METAR,26
VOBM 220400Z 30004KT 6000 NSC 28/21 Q1017,VOBM,2024-03-22T04:00:00Z,15.861,74.617,28,21,300,4,,3.73,30.03,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,758
VOBL 220400Z 16006KT 6000 FEW015 25/18 Q1017 NOSIG,VOBL,2024-03-22T04:00:00Z,13.205,77.704,25,18,160,6,,3.73,30.03,,,,,,TRUE,,,,,FEW,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,908
VOBG 220400Z 12005KT 6000 FEW012 28/21 Q1018,VOBG,2024-03-22T04:00:00Z,12.949,77.663,28,21,120,5,,3.73,30.06,,,,,,,,,,,FEW,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,884
VOAT 220400Z 33005KT 5000 HZ FEW015 30/24 Q1011 NOSIG,VOAT,2024-03-22T04:00:00Z,10.824,72.176,30,24,330,5,,3.11,29.85,,,,,,TRUE,,,,HZ,FEW,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,5
VMMC 220400Z 09003KT 060V170 9999 FEW011 SCT025 24/20 Q1014 NOSIG,VMMC,2024-03-22T04:00:00Z,22.141,113.596,24,20,90,3,,6+,29.94,,,,,,TRUE,,,,,FEW,1100,SCT,2500,,,,,VFR,,,,,,,,,,,,METAR,1
VLVT 220400Z 18002KT 8000 FEW020 31/26 Q1011 NOSIG,VLVT,2024-03-22T04:00:00Z,17.987,102.564,31,26,180,2,,4.97,29.85,,,,,,TRUE,,,,,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,171
VLSK 220400Z 22002KT 9999 SCT020 SCT100 32/19 Q1013 NOSIG,VLSK,2024-03-22T04:00:00Z,16.557,104.76,32,19,220,2,,6+,29.91,,,,,,TRUE,,,,,SCT,2000,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,148
VLLB 220400Z 27002KT 9999 SCT020 BKN080 29/18 Q1010 NOSIG,VLLB,2024-03-22T04:00:00Z,19.897,102.161,29,18,270,2,,6+,29.82,,,,,,TRUE,,,,,SCT,2000,BKN,8000,,,,,VFR,,,,,,,,,,,,METAR,297
VIUT 220400Z 14003KT 6000 SKC 29/01 Q1010 NOSIG,VIUT,2024-03-22T04:00:00Z,25.813,71.482,29,1,140,3,,3.73,29.82,,,,,,TRUE,,,,,SKC,,,,,,,,MVFR,,,,,,,,,,,,METAR,152
VISR 220400Z 11005KT 5000 -RABR FEW010 SCT012 OVC080 10/09 Q1021 NOSIG,VISR,2024-03-22T04:00:00Z,33.987,74.774,10,9,110,5,,3.11,30.15,,,,,,TRUE,,,,-RA BR,FEW,1000,SCT,1200,OVC,8000,,,MVFR,,,,,,,,,,,,METAR,1655
VISP 220400Z 10005KT 3000 BR FEW100 24/19 Q1013 NOSIG,VISP,2024-03-22T04:00:00Z,29.994,77.425,24,19,100,5,,1.86,29.91,,,,,,TRUE,,,,BR,FEW,10000,,,,,,,IFR,,,,,,,,,,,,METAR,272
VISM 220400Z 05004KT 5000 HZ FEW040 SCT050 19/11 Q1019,VISM,2024-03-22T04:00:00Z,31.082,77.068,19,11,50,4,,3.11,30.09,,,,,,,,,,HZ,FEW,4000,SCT,5000,,,,,MVFR,,,,,,,,,,,,METAR,1537
VILK 220400Z 16004KT 5000 HZ NSC 24/15 Q1012 NOSIG,VILK,2024-03-22T04:00:00Z,26.761,80.889,24,15,160,4,,3.11,29.88,,,,,,TRUE,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,121
VILH 220400Z VRB02KT 6000 SOCC SCT060 BKN120 10/M06 Q1020 NOSIG,VILH,2024-03-22T04:00:00Z,34.136,77.546,10,-6,VRB,2,,3.73,30.12,,,,,,TRUE,,,,,SCT,6000,BKN,12000,,,,,MVFR,,,,,,,,,,,,METAR,3256
VIJU 220400Z VRB02KT 6000 FEW025 BKN090 24/16 Q1014 NOSIG,VIJU,2024-03-22T04:00:00Z,32.689,74.837,24,16,VRB,2,,3.73,29.94,,,,,,TRUE,,,,,FEW,2500,BKN,9000,,,,,MVFR,,,,,,,,,,,,METAR,285
VIJR 220400Z 20005KT 6000 SKC 27/07 Q1010 NOSIG,VIJR,2024-03-22T04:00:00Z,26.889,70.865,27,7,200,5,,3.73,29.82,,,,,,TRUE,,,,,SKC,,,,,,,,MVFR,,,,,,,,,,,,METAR,229
VIJP 220400Z VRB02KT 3500 HZ NSC 26/14 Q1014 NOSIG,VIJP,2024-03-22T04:00:00Z,26.824,75.812,26,14,VRB,2,,2.17,29.94,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,383
VIJO 220400Z 18004KT 6000 SKC 27/02 Q1012 NOSIG,VIJO,2024-03-22T04:00:00Z,26.243,73.039,27,2,180,4,,3.73,29.88,,,,,,TRUE,,,,,SKC,,,,,,,,MVFR,,,,,,,,,,,,METAR,215
VIGR 220400Z 16005KT 6000 FEW250 27/17 Q1013 NOSIG,VIGR,2024-03-22T04:00:00Z,26.293,78.228,27,17,160,5,,3.73,29.91,,,,,,TRUE,,,,,FEW,25000,,,,,,,MVFR,,,,,,,,,,,,METAR,187
VIGG 220400Z 00000KT 6000 FEW035 19/13 Q1016,VIGG,2024-03-22T04:00:00Z,32.165,76.263,19,13,0,0,,3.73,30.00,,,,,,,,,,,FEW,3500,,,,,,,MVFR,,,,,,,,,,,,METAR,760
VIDP 220400Z 14009KT 3000 HZ NSC 25/17 Q1013 NOSIG,VIDP,2024-03-22T04:00:00Z,28.567,77.117,25,17,140,9,,1.86,29.91,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,236
VIDN 220400Z 29003KT 4000 BR SCT030 BKN080 21/16 Q1015 NOSIG,VIDN,2024-03-22T04:00:00Z,30.19,78.18,21,16,290,3,,2.49,29.97,,,,,,TRUE,,,,BR,SCT,3000,BKN,8000,,,,,IFR,,,,,,,,,,,,METAR,550
VICG 220400Z 16008KT 4500 HZ SCT025 SCT090 24/17 Q1013 NOSIG,VICG,2024-03-22T04:00:00Z,30.677,76.789,24,17,160,8,,2.8,29.91,,,,,,TRUE,,,,HZ,SCT,2500,SCT,9000,,,,,IFR,,,,,,,,,,,,METAR,316
VIBY 220400Z 16005KT 3000 HZ SKC 23/15 Q1013 BEMCG 4000,VIBY,2024-03-22T04:00:00Z,28.421,79.452,23,15,160,5,,1.86,29.91,,,,,,,,,,HZ,SKC,,,,,,,,IFR,,,,,,,,,,,,METAR,175
VIBR 220400Z 00000KT 6000 FEW030 17/12 Q1017,VIBR,2024-03-22T04:00:00Z,31.876,77.154,17,12,0,0,,3.73,30.03,,,,,,,,,,,FEW,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,1089
VIAR 220400Z 31009KT 2500 TS SCT030 FEW035CB BKN090 22/20 Q1015 TEMPO 29015G25KT 1500 TSRA,VIAR,2024-03-22T04:00:00Z,31.707,74.801,22,20,310,9,,1.55,29.97,,,,,,,,,,TS,SCT,3000,FEW,3500,BKN,9000,,,IFR,,,,,,,,,,,,METAR,226
VIAG 220400Z 14007KT 5000 HZ FEW250 25/15 Q1012 NOSIG,VIAG,2024-03-22T04:00:00Z,27.156,77.961,25,15,140,7,,3.11,29.88,,,,,,TRUE,,,,HZ,FEW,25000,,,,,,,MVFR,,,,,,,,,,,,METAR,159
VHHH 220400Z 12016KT 9999 FEW018 27/18 Q1013 NOSIG,VHHH,2024-03-22T04:00:00Z,22.309,113.922,27,18,120,16,,6+,29.91,,,,,,TRUE,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,9
VGHS 220400Z 17003KT 1700 HZ SCT100 25/20 Q1013 BECMG S/VIS 2000M,VGHS,2024-03-22T04:00:00Z,23.846,90.4,25,20,170,3,,1.06,29.91,,,,,,,,,,HZ,SCT,10000,,,,,,,IFR,,,,,,,,,,,,METAR,11
VGEG 220400Z 13004KT 8000 FEW020 26/18 Q1012 NOSIG,VGEG,2024-03-22T04:00:00Z,22.249,91.814,26,18,130,4,,4.97,29.88,,,,,,TRUE,,,,,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,7
VETZ 220400Z 23006KT 5000 BR SCT010 SCT025 BKN080 22/20 Q1012 TEMPO -RA,VETZ,2024-03-22T04:00:00Z,26.709,92.785,22,20,230,6,,3.11,29.88,,,,,,,,,,BR,SCT,1000,SCT,2500,BKN,8000,,,MVFR,,,,,,,,,,,,METAR,73
VETJ 220400Z 00000KT 2000 RA FEW008 SCT018 FEW025CB OVC090 19/18 Q1013 NOSING,VETJ,2024-03-22T04:00:00Z,27.941,96.134,19,18,0,0,,1.24,29.91,,,,,,,,,,RA,FEW,800,SCT,1800,FEW,2500,OVC,9000,IFR,,,,,,,,,,,,METAR,244
VERP 220400Z 23002KT 3000 HZ NSC 27/17 Q1013 NOSIG,VERP,2024-03-22T04:00:00Z,21.182,81.738,27,17,230,2,,1.86,29.91,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,318
VERC 220400Z 22004KT 3500 HZ NSC 21/13 Q1016 NOSIG,VERC,2024-03-22T04:00:00Z,23.314,85.322,21,13,220,4,,2.17,30.00,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,646
VEPY 220400Z 00000KT 5000 BR SCT015 15/12 Q1017 NOSIG,VEPY,2024-03-22T04:00:00Z,27.228,88.587,15,12,0,0,,3.11,30.03,,,,,,TRUE,,,,BR,SCT,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,1399
VEPT 220400Z 17002KT 2200 BR NSC 25/23 Q1012 NOSIG,VEPT,2024-03-22T04:00:00Z,25.591,85.088,25,23,170,2,,1.37,29.88,,,,,,TRUE,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,53
VEMR 220400Z 15006KT 3500 HZ SCT020 SCT100 26/19 Q1013 BECMG 5000 HZ,VEMR,2024-03-22T04:00:00Z,25.884,93.771,26,19,150,6,,2.17,29.91,,,,,,,,,,HZ,SCT,2000,SCT,10000,,,,,IFR,,,,,,,,,,,,METAR,147
VEMN 220400Z 31007KT 4000 BR SCT020 BKN100 19/17 Q1013 NOSIG,VEMN,2024-03-22T04:00:00Z,27.481,95.014,19,17,310,7,,2.49,29.91,,,,,,TRUE,,,,BR,SCT,2000,BKN,10000,,,,,IFR,,,,,,,,,,,,METAR,111
VELR 220400Z 22003KT 3000 BR FEW008 SCT018 OVC080 19/19 Q1012,VELR,2024-03-22T04:00:00Z,27.296,94.098,19,19,220,3,,1.86,29.88,,,,,,,,,,BR,FEW,800,SCT,1800,OVC,8000,,,IFR,,,,,,,,,,,,METAR,101
VELP 220400Z 11003KT 5000 HZ SCT018 BKN100 23/14 Q1014 NOSIG,VELP,2024-03-22T04:00:00Z,23.841,92.62,23,14,110,3,,3.11,29.94,,,,,,TRUE,,,,HZ,SCT,1800,BKN,10000,,,,,MVFR,,,,,,,,,,,,METAR,429
VEKU 220400Z VRB02KT 2500 -RABR SCT010 SCT020 BKN080 20/18 Q1015 BECMG 3000,VEKU,2024-03-22T04:00:00Z,24.913,92.979,20,18,VRB,2,,1.55,29.97,,,,,,,,,,-RA BR,SCT,1000,SCT,2000,BKN,8000,,,IFR,,,,,,,,,,,,METAR,107
VEKI 220400Z VRB02KT 1800 BR NSC 23/20 Q1012 BECMG 3000 BR HZ,VEKI,2024-03-22T04:00:00Z,26.776,83.889,23,20,VRB,2,,1.12,29.88,,,,,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,81
VEJT 220400Z 25004KT 6000 FEW012 SCT020 BKN090 21/17 Q1012 TEMPO RAIN,VEJT,2024-03-22T04:00:00Z,26.731,94.175,21,17,250,4,,3.73,29.88,,,,,,,,,,,FEW,1200,SCT,2000,BKN,9000,,,MVFR,,,,,,,,,,,,METAR,95
VEJS 220400Z 00000KT 3000 HZ NSC 24/16 Q1013,VEJS,2024-03-22T04:00:00Z,22.813,86.169,24,16,0,0,,1.86,29.91,,,,,,,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,151
VEIM 220400Z 19006KT 5000 BR FEW008 SCT018 SCT100 19/15 Q1015 NOSIG,VEIM,2024-03-22T04:00:00Z,24.76,93.897,19,15,190,6,,3.11,29.97,,,,,,TRUE,,,,BR,FEW,800,SCT,1800,SCT,10000,,,MVFR,,,,,,,,,,,,METAR,777
VEHX 220400Z 23004KT 6000 FEW020 SCT025 24/17 Q1012 NOSIG,VEHX,2024-03-22T04:00:00Z,26.6979,89.3689,24,17,230,4,,3.73,29.88,,,,,,TRUE,,,,,FEW,2000,SCT,2500,,,,,MVFR,,,,,,,,,,,,METAR,104
VEGY 220400Z 23003KT 2000 HZ FEW018 22/17 Q1013 NOSIG,VEGY,2024-03-22T04:00:00Z,24.744,84.951,22,17,230,3,,1.24,29.91,,,,,,TRUE,,,,HZ,FEW,1800,,,,,,,IFR,,,,,,,,,,,,METAR,115
VEGT 220400Z 28002KT 2000 BR SCT018 BKN100 23/21 Q1012 NOSIG,VEGT,2024-03-22T04:00:00Z,26.107,91.587,23,21,280,2,,1.24,29.88,,,,,,TRUE,,,,BR,SCT,1800,BKN,10000,,,,,IFR,,,,,,,,,,,,METAR,50
VEGK 220400Z 23003KT 4000 HZ SKC 25/20 Q1012 BECMG 5000,VEGK,2024-03-22T04:00:00Z,26.74,83.451,25,20,230,3,,2.49,29.88,,,,,,,,,,HZ,SKC,,,,,,,,IFR,,,,,,,,,,,,METAR,83
VEDG 220400Z 32005KT 2400 HZ NSC 25/15 Q1013 BECMG 3000 HZ,VEDG,2024-03-22T04:00:00Z,23.623,87.243,25,15,320,5,,1.49,29.91,,,,,,,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,88
VECX 220400Z VRB02KT 5000 HZ FEW250 27/19 Q1013 NOSIG,VECX,2024-03-22T04:00:00Z,9.15,92.817,27,19,VRB,2,,3.11,29.91,,,,,,TRUE,,,,HZ,FEW,25000,,,,,,,MVFR,,,,,,,,,,,,METAR,14
VECO 220400Z 16003KT 4000 HZ SCT025 24/20 Q1012 NOSIG,VECO,2024-03-22T04:00:00Z,26.331,89.467,24,20,160,3,,2.49,29.88,,,,,,TRUE,,,,HZ,SCT,2500,,,,,,,IFR,,,,,,,,,,,,METAR,48
VECC 220400Z 35004KT 2500 HZ FEW020 25/20 Q1012 NOSIG,VECC,2024-03-22T04:00:00Z,22.651,88.445,25,20,350,4,,1.55,29.88,,,,,,TRUE,,,,HZ,FEW,2000,,,,,,,IFR,,,,,,,,,,,,METAR,11
VEBS 220400Z 22008KT 4000 HZ NSC 28/22 Q1013 NOSIG,VEBS,2024-03-22T04:00:00Z,20.244,85.818,28,22,220,8,,2.49,29.91,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,42
VEBN 220400Z 16003KT 2500 HZ NSC 24/18 Q1013 BECMG 3000 HZ,VEBN,2024-03-22T04:00:00Z,25.452,82.859,24,18,160,3,,1.55,29.91,,,,,,,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,81
VEBI 220400Z 28006KT 4000 HZ SCT020 SCT090 18/13 Q1014 BECMG 5000 HZ,VEBI,2024-03-22T04:00:00Z,25.704,91.979,18,13,280,6,,2.49,29.94,,,,,,,,,,HZ,SCT,2000,SCT,9000,,,,,IFR,,,,,,,,,,,,METAR,892
VEBD 220400Z 09003KT 6000 SCT030 26/18 Q1013 NOSIG,VEBD,2024-03-22T04:00:00Z,26.681,88.329,26,18,90,3,,3.73,29.91,,,,,,TRUE,,,,,SCT,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,126
VEAY 220400Z 19003KT 3500 HZ NSC 22/14 Q1012 NOSIG,VEAY,2024-03-22T04:00:00Z,26.7484,82.1624,22,14,190,3,,2.17,29.88,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,102
VEAT 220400Z 25003KT 4000 HZ SCT018 BKN100 25/17 Q1013 NOSIG,VEAT,2024-03-22T04:00:00Z,23.887,91.24,25,17,250,3,,2.49,29.91,,,,,,TRUE,,,,HZ,SCT,1800,BKN,10000,,,,,IFR,,,,,,,,,,,,METAR,20
VEAB 220400Z 20006KT 5000 HZ FEW250 24/17 Q1013 NOSIG,VEAB,2024-03-22T04:00:00Z,25.441,81.735,24,17,200,6,,3.11,29.91,,,,,,TRUE,,,,HZ,FEW,25000,,,,,,,MVFR,,,,,,,,,,,,METAR,98
VDSV 220400Z 13010KT 9999 SCT015 31/24 Q1010,VDSV,2024-03-22T04:00:00Z,10.582,103.637,31,24,130,10,,6+,29.82,,,,,,,,,,,SCT,1500,,,,,,,VFR,,,,,,,,,,,,METAR,1
VDSA 220400Z 17004KT 090V220 9999 SCT015 33/23 Q1010,VDSA,2024-03-22T04:00:00Z,13.371,104.225,33,23,170,4,,6+,29.82,,,,,,,,,,,SCT,1500,,,,,,,VFR,,,,,,,,,,,,METAR,59
VDPP 220400Z 15005KT 070V200 9999 FEW017 34/22 Q1010,VDPP,2024-03-22T04:00:00Z,11.547,104.844,34,22,150,5,,6+,29.82,,,,,,,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,10
VAUD 220400Z 00000KT 5000 HZ FEW100 28/08 Q1013 NOSIG,VAUD,2024-03-22T04:00:00Z,24.618,73.896,28,8,0,0,,3.11,29.91,,,,,,TRUE,,,,HZ,FEW,10000,,,,,,,MVFR,,,,,,,,,,,,METAR,506
VASU 220400Z 17004KT 3000 HZ NSC 29/11 Q1011 BECMG 4000,VASU,2024-03-22T04:00:00Z,21.114,72.742,29,11,170,4,,1.86,29.85,,,,,,,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,6
VASD 220400Z 31003KT 3000 HZ NSC 29/M01 Q1014 NOSIG,VASD,2024-03-22T04:00:00Z,19.689,74.379,29,-1,310,3,,1.86,29.94,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,587
VAPO 220400Z 29003KT 5000 HZ SKC 31/12 Q1016 NOSIG,VAPO,2024-03-22T04:00:00Z,18.582,73.92,31,12,290,3,,3.11,30.00,,,,,,TRUE,,,,HZ,SKC,,,,,,,,MVFR,,,,,,,,,,,,METAR,593
VANP 220400Z 16003KT 5000 HZ NSC 29/18 Q1014 NOSIG,VANP,2024-03-22T04:00:00Z,21.089,79.055,29,18,160,3,,3.11,29.94,,,,,,TRUE,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,309
VAKP 220400Z 32002KT 4000 HZ FEW020 28/18 Q1015,VAKP,2024-03-22T04:00:00Z,16.664,74.287,28,18,320,2,,2.49,29.97,,,,,,,,,,HZ,FEW,2000,,,,,,,IFR,,,,,,,,,,,,METAR,612
VAJM 220400Z 29003KT 6000 FEW200 28/16 Q1011 NOSIG,VAJM,2024-03-22T04:00:00Z,22.465,70.009,28,16,290,3,,3.73,29.85,,,,,,TRUE,,,,,FEW,20000,,,,,,,MVFR,,,,,,,,,,,,METAR,20
VAJL 220400Z 02003KT 7000 NSC 29/09 Q1012 NOSIG,VAJL,2024-03-22T04:00:00Z,20.961,75.625,29,9,20,3,,4.35,29.88,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,257
VAJJ 220400Z 00000KT 4000 HZ NSC 29/23 Q1011 NOSIG,VAJJ,2024-03-22T04:00:00Z,19.098,72.834,29,23,0,0,,2.49,29.85,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,1
VAJB 220400Z VRB02KT 5000 HZ NSC 22/12 Q1014 NOSIG,VAJB,2024-03-22T04:00:00Z,23.178,80.05,22,12,VRB,2,,3.11,29.94,,,,,,TRUE,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,489
VAID 220400Z 15007KT 6000 NSC 29/09 Q1014 NOSIG,VAID,2024-03-22T04:00:00Z,22.722,75.801,29,9,150,7,,3.73,29.94,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,564
VAHS 220400Z 35006KT 6000 NSC 31/04 Q1012 NOSIG,VAHS,2024-03-22T04:00:00Z,22.3772,71.0374,31,4,350,6,,3.73,29.88,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,198
